iteration	notebook_path	dataset_path	label_index	model	score
140	connect-4	data/diffprep_dataset/connect-4/data.csv	42	LogisticRegression	0.880601414597635
140	house_prices	data/diffprep_dataset/house_prices/data.csv	80	LogisticRegression	0.95980877090821
140	USCensus	data/diffprep_dataset/USCensus/data.csv	14	LogisticRegression	0.9101336788479226
140	pol	data/diffprep_dataset/pol/data.csv	48	LogisticRegression	0.9845472732852056
140	mozilla4	data/diffprep_dataset/mozilla4/data.csv	5	LogisticRegression	0.9483272334238139
140	pbcseq	data/diffprep_dataset/pbcseq/data.csv	18	LogisticRegression	0.8955761024446347
140	page-blocks	data/diffprep_dataset/page-blocks/data.csv	10	LogisticRegression	0.9815652396222593
140	ada_prior	data/diffprep_dataset/ada_prior/data.csv	14	LogisticRegression	0.8990685212566211
140	eeg	data/diffprep_dataset/eeg/data.csv	14	LogisticRegression	0.8580880413934088
140	obesity	data/diffprep_dataset/obesity/data.csv	16	LogisticRegression	0.9540259349900136
150	microaggregation2	data/diffprep_dataset/microaggregation2/data.csv	20	LogisticRegression	0.7758865896508329
150	google	data/diffprep_dataset/google/data.csv	8	LogisticRegression	0.7559793664918151
150	jungle_chess_2pcs_raw_endgame_complete	data/diffprep_dataset/jungle_chess_2pcs_raw_endgame_complete/data.csv	6	LogisticRegression	0.9280809370911877
150	Run_or_walk_information	data/diffprep_dataset/Run_or_walk_information/data.csv	6	LogisticRegression	0.9858749565529265
150	wall-robot-navigation	data/diffprep_dataset/wall-robot-navigation/data.csv	24	LogisticRegression	0.9726102487485395
150	avila	data/diffprep_dataset/avila/data.csv	10	LogisticRegression	0.8140477223713826
150	shuttle	data/diffprep_dataset/shuttle/data.csv	9	LogisticRegression	0.9726873545261974
150	abalone	data/diffprep_dataset/abalone/data.csv	8	LogisticRegression	0.5094795167525684
150	connect-4	data/diffprep_dataset/connect-4/data.csv	42	LogisticRegression	0.883663655744156
150	house_prices	data/diffprep_dataset/house_prices/data.csv	80	LogisticRegression	0.95980877090821
150	USCensus	data/diffprep_dataset/USCensus/data.csv	14	LogisticRegression	0.9210338719143683
150	pol	data/diffprep_dataset/pol/data.csv	48	LogisticRegression	0.989781120585085
150	mozilla4	data/diffprep_dataset/mozilla4/data.csv	5	LogisticRegression	0.9483272334238139
150	pbcseq	data/diffprep_dataset/pbcseq/data.csv	18	LogisticRegression	0.8955761024446347
150	page-blocks	data/diffprep_dataset/page-blocks/data.csv	10	LogisticRegression	0.9773695010345429
150	ada_prior	data/diffprep_dataset/ada_prior/data.csv	14	LogisticRegression	0.9171602441624201
150	eeg	data/diffprep_dataset/eeg/data.csv	14	LogisticRegression	0.9294183259254619
150	obesity	data/diffprep_dataset/obesity/data.csv	16	LogisticRegression	0.8294234518093563
160	microaggregation2	data/diffprep_dataset/microaggregation2/data.csv	20	LogisticRegression	0.7932527970325727
160	google	data/diffprep_dataset/google/data.csv	8	LogisticRegression	0.7744588774287341
160	jungle_chess_2pcs_raw_endgame_complete	data/diffprep_dataset/jungle_chess_2pcs_raw_endgame_complete/data.csv	6	LogisticRegression	0.9280809370911877
160	Run_or_walk_information	data/diffprep_dataset/Run_or_walk_information/data.csv	6	LogisticRegression	0.9858749565529265
160	wall-robot-navigation	data/diffprep_dataset/wall-robot-navigation/data.csv	24	LogisticRegression	0.9726102487485395
160	avila	data/diffprep_dataset/avila/data.csv	10	LogisticRegression	0.8683046945887974
160	shuttle	data/diffprep_dataset/shuttle/data.csv	9	LogisticRegression	0.9570068280662982
160	abalone	data/diffprep_dataset/abalone/data.csv	8	LogisticRegression	0.5153156695021507
160	connect-4	data/diffprep_dataset/connect-4/data.csv	42	LogisticRegression	0.890671010543787
160	house_prices	data/diffprep_dataset/house_prices/data.csv	80	LogisticRegression	0.9651460248662211
